地區,大廈名單,最後個案居住日期,相關疑似/確診個案
中西區,香港醫學博物館 (非住宅),05/03/2020,第110個案
中西區,香港工業大廈 (非住宅),05/03/2020,第116個案
南區,香港仔市政大廈 (非住宅),05/03/2020,第118個案
灣仔,利園一期 (非住宅),06/03/2020,"第114, 154個案"
南區,域多利道550號 (非住宅),06/03/2020,第118個案
荃灣,碧堤坊 (非住宅),07/03/2020,第123及129個案
大埔,大埔超級城 (非住宅),07/03/2020,第124個案
屯門,美樂花園商塲 (非住宅),08/03/2020,第120及121個案
沙田,寶福紀念館 (非住宅),08/03/2020,第125個案
油尖旺,旺角新城 (非住宅),08/03/2020,第125個案
油尖旺,新填地街182號 (非住宅),08/03/2020,第125個案
 油尖旺,新光商業大廈 (非住宅),08/03/2020,第125個案
灣仔,波斯富街48號 (非住宅),08/03/2020,第134個案
屯門,啟豐商場 (非住宅),09/03/2020,第120及121個案
荃灣, 陳記商業中心 (非住宅),09/03/2020,第123個案
荃灣,深井村61號 (非住宅),09/03/2020,第123個案
觀塘,觀塘廣場 (非住宅),09/03/2020,第125個案
觀塘,成運工業大廈 (非住宅),09/03/2020,第125個案
觀塘,大本型 (非住宅),09/03/2020,第67及125個案
 油尖旺,好望角大廈 (非住宅),09/03/2020,第125個案
油尖旺,永隆銀行中心 (非住宅),09/03/2020,第125個案
觀塘,麗港城商場 (非住宅),09/03/2020,第126及127個案
東區,英皇道625號 (非住宅),09/03/2020,第134個案
離島,長洲市政大廈 (非住宅),10/03/2020,第123個案
離島,建新里1-2號 (非住宅),10/03/2020,第123個案
元朗,嘉湖新北江商場 (非住宅),10/03/2020,第125個案
葵青,青怡薈 (非住宅),10/03/2020,第142個案
中西區,香港大學明華綜合大樓 (非住宅),11/03/2020,第132個案
灣仔,白建時道33號嘉雲臺2座 (非住宅),11/03/2020,第137個案
灣仔,白建時道5號 (非住宅),11/03/2020,第137個案
大埔,富亨商場 (非住宅),11/03/2020,第119、124及140個案
油尖旺,旺角中心 (非住宅),11/03/2020,第142個案
灣仔,香港港安醫院–司徒拔道 (非住宅),11/03/2020,第147及148個案
油尖旺,格蘭中心 (非住宅),12/03/2020,第142個案
黃大仙,Mikiki (非住宅),12/03/2020,第155個案
屯門,兆麟苑商場 (非住宅),12/03/2020,第161個案
灣仔,合和中心 (非住宅),12/03/2020,第168個案
灣仔,養和醫院 (非住宅),13/03/2020,第76、85、91、110、139、147及148個案
葵青,翠怡商場 (非住宅),13/03/2020,第142個案
中西區,廣基工廠大廈 (非住宅),13/03/2020,第146個案
油尖旺,九龍清真寺 (非住宅),13/03/2020,第151個案
深水埗,永康街55號金百盛中心 (非住宅),13/03/2020,第153個案
九龍城, 壹號茗薈 (非住宅),13/03/2020,第155個案
灣仔,合和中心 (非住宅),13/03/2020,第101及156個案
灣仔,灣景國際 (非住宅),14/03/2020,第144個案
南區,成都道2號平安樓 (非住宅),14/03/2020,第149個案
九龍城,潮樓 (非住宅),14/03/2020,第154個案
油尖旺,油麻地賽馬會分科診所 (非住宅),15/03/2020,第150個案
北區,華明邨禮明樓 (非住宅),15/03/2020,第155個案
中西區,香港JW萬豪酒店 (非住宅),15/03/2020,"第85,101,104及156個案"
屯門,海珠路2號 (非住宅),15/03/2020,第152個案
油尖旺,新填地街78-86 號金山樓 (非住宅),15/03/2020,第159個案
屯門,屯門市廣場 (非住宅),15/03/2020,第161個案
屯門,屯門時代廣場 (非住宅),15/03/2020,第161個案
油尖旺,彌敦道337 - 339號金滿樓 (非住宅),16/03/2020,第159個案
油尖旺,彌敦道 363 號恒成大廈 (非住宅),16/03/2020,第159個案
南區,赤柱廣場 (非住宅),16/03/2020,第160個案
中西區,海富中心第1期 (非住宅),16/03/2020,第161個案
