As of date,As of time,Countries/areas,Cumulative number of confirmed cases,Number of newly confirmed cases reported in the past 14 days,Cumulative number of deaths among confirmed cases,Remark
06/04/2020,10:00,Belize,4,4,0,
06/04/2020,10:00,Benin,13,11,0,
06/04/2020,10:00,Bermuda,35,33,0,
06/04/2020,10:00,Bhutan,5,3,0,
06/04/2020,10:00,Bolivia,139,120,10,
06/04/2020,10:00,"Bonaire, Sint Eustatius and Saba",2,2,0,
06/04/2020,10:00,Bosnia and Herzegovina,632,540,21,
06/04/2020,10:00,Botswana,4,4,1,
06/04/2020,10:00,Brazil,9056,8152,359,
06/04/2020,10:00,British Virgin Islands,3,3,0,
06/04/2020,10:00,Brunei Darussalam,135,52,1,
06/04/2020,10:00,Bulgaria,503,340,17,
06/04/2020,10:00,Burkina Faso,302,230,15,
06/04/2020,10:00,Burundi,3,3,0,
06/04/2020,10:00,Cabo Verde,5,2,1,
06/04/2020,10:00,Cambodia,114,61,0,
06/04/2020,10:00,Cameroon,555,528,9,
06/04/2020,10:00,Canada,12938,11890,214,
06/04/2020,10:00,Cayman Islands,28,25,1,
06/04/2020,10:00,Central African Republic,9,6,0,
06/04/2020,10:00,Chad,7,6,0,
06/04/2020,10:00,Chile,4161,3727,27,
06/04/2020,10:00,Colombia,1267,1071,25,
06/04/2020,10:00,Congo,45,41,5,
06/04/2020,10:00,Costa Rica,416,303,2,
06/04/2020,10:00,Côte d’Ivoire,245,236,2,
06/04/2020,10:00,Croatia,1126,920,12,
06/04/2020,10:00,Cuba,288,272,6,
06/04/2020,10:00,Curaçao,11,8,1,
06/04/2020,10:00,Cyprus,426,334,11,
06/04/2020,10:00,Czech Republic,4472,3477,59,
06/04/2020,10:00,Democratic Republic of the Congo,148,125,16,
06/04/2020,10:00,Denmark,4077,2751,161,
06/04/2020,10:00,Djibouti,51,50,0,
06/04/2020,10:00,Dominica,11,11,0,
06/04/2020,10:00,Dominican Republic,1488,1416,68,
06/04/2020,10:00,Ecuador,3465,2959,172,
06/04/2020,10:00,Egypt,1070,785,71,
06/04/2020,10:00,El Salvador,56,55,3,
06/04/2020,10:00,Equatorial Guinea,16,10,0,
06/04/2020,10:00,Eritrea,20,19,0,
06/04/2020,10:00,Estonia,1018,712,13,
06/04/2020,10:00,Eswatini,9,8,0,
06/04/2020,10:00,Ethiopia,38,29,0,
06/04/2020,10:00,Falkland Islands (Malvinas),1,1,0,
06/04/2020,10:00,Faroe Islands,181,89,0,
06/04/2020,10:00,Fiji,12,10,0,
06/04/2020,10:00,Finland,1882,1352,25,
06/04/2020,10:00,France,70478,54460,5889,
06/04/2020,10:00,French Guiana,62,47,0,
06/04/2020,10:00,French Polynesia,40,25,0,
06/04/2020,10:00,Gabon,21,18,1,
06/04/2020,10:00,Gambia,4,3,1,
06/04/2020,10:00,Georgia,170,113,1,
06/04/2020,10:00,Germany,91714,70251,1342,
06/04/2020,10:00,Ghana,205,186,5,
06/04/2020,10:00,Gibraltar,98,88,1,
06/04/2020,10:00,Greece,1673,1003,68,
06/04/2020,10:00,Greenland,10,8,0,
06/04/2020,10:00,Grenada,12,12,0,
06/04/2020,10:00,Guadeloupe,130,79,7,
06/04/2020,10:00,Guam,93,78,4,
06/04/2020,10:00,Guatemala,50,38,1,
06/04/2020,10:00,Guernsey,136,135,2,
06/04/2020,10:00,Guinea,111,109,0,
06/04/2020,10:00,Guinea-Bissau,18,18,0,
06/04/2020,10:00,Guyana,23,18,4,
06/04/2020,10:00,Haiti,18,16,0,
06/04/2020,10:00,Holy See,7,6,0,
06/04/2020,10:00,Honduras,264,240,15,
06/04/2020,10:00,Hong Kong Special Administrative Region,891,574,4,Including 1 probable case
06/04/2020,10:00,Hungary,733,602,34,
06/04/2020,10:00,Iceland,1417,944,4,
06/04/2020,10:00,India,3374,3091,77,
06/04/2020,10:00,Indonesia,2092,1642,191,
06/04/2020,10:00,Iran,58226,36588,3603,
06/04/2020,10:00,Iraq,878,664,56,
06/04/2020,10:00,Ireland,4604,3721,137,
06/04/2020,10:00,Isle of Man,126,124,1,
06/04/2020,10:00,Israel,7589,6642,42,
06/04/2020,10:00,Italy,128948,69810,15887,
06/04/2020,10:00,Jamaica,53,37,3,
06/04/2020,10:00,Japan,3654,2565,73,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
06/04/2020,10:00,Jersey,123,111,3,
06/04/2020,10:00,Jordan,323,239,5,
06/04/2020,10:00,Kazakhstan,531,462,5,
06/04/2020,10:00,Kenya,122,115,4,
06/04/2020,10:00,Korea,10284,1323,186,
06/04/2020,10:00,Kosovo,140,140,1,
06/04/2020,10:00,Kuwait,556,380,1,
06/04/2020,10:00,Kyrgyzstan,147,133,1,
06/04/2020,10:00,Lao People's Democratic Republic,10,10,0,
06/04/2020,10:00,Latvia,509,378,1,
06/04/2020,10:00,Lebanon,527,321,18,
06/04/2020,10:00,Liberia,10,7,1,
06/04/2020,10:00,Libya,17,17,1,
06/04/2020,10:00,Liechtenstein,77,36,1,
06/04/2020,10:00,Lithuania,771,666,9,
06/04/2020,10:00,Luxembourg,2729,2059,31,
06/04/2020,10:00,Macao Special Administrative Region,44,22,0,
06/04/2020,10:00,Madagascar,70,67,0,
06/04/2020,10:00,Mainland China,81708,615,3331,
06/04/2020,10:00,Malawi,3,3,0,
06/04/2020,10:00,Malaysia,3483,2300,57,
06/04/2020,10:00,Maldives,19,6,0,
06/04/2020,10:00,Mali,39,39,4,
06/04/2020,10:00,Malta,213,140,0,
06/04/2020,10:00,Martinique,145,113,3,
06/04/2020,10:00,Mauritania,6,4,1,
06/04/2020,10:00,Mauritius,196,184,7,
06/04/2020,10:00,Mayotte,147,136,2,
06/04/2020,10:00,Mexico,1688,1524,60,
06/04/2020,10:00,Monaco,37,19,0,
06/04/2020,10:00,Mongolia,14,4,0,
06/04/2020,10:00,Montenegro,197,179,2,
06/04/2020,10:00,Montserrat,6,5,0,
06/04/2020,10:00,Morocco,960,874,66,
06/04/2020,10:00,Mozambique,10,10,0,
06/04/2020,10:00,Myanmar,20,20,1,
06/04/2020,10:00,Namibia,14,11,0,
06/04/2020,10:00,Nepal,9,8,0,
06/04/2020,10:00,Netherlands,16627,12996,1651,
06/04/2020,10:00,New Caledonia,18,14,0,
06/04/2020,10:00,New Zealand,872,806,1,
06/04/2020,10:00,Nicaragua,5,3,1,
06/04/2020,10:00,Niger,144,143,8,
06/04/2020,10:00,Nigeria,210,188,4,
06/04/2020,10:00,North Macedonia,483,394,17,
06/04/2020,10:00,Northern Mariana Islands,8,8,1,
06/04/2020,10:00,Norway,5510,3584,50,
06/04/2020,10:00,Oman,298,246,2,
06/04/2020,10:00,Pakistan,2880,2385,45,
06/04/2020,10:00,Palestine,217,165,1,
06/04/2020,10:00,Panama,1673,1536,41,
06/04/2020,10:00,Papua New Guinea,1,0,0,
06/04/2020,10:00,Paraguay,96,78,3,
06/04/2020,10:00,Peru,1595,1277,61,
06/04/2020,10:00,Philippines,3094,2787,144,
06/04/2020,10:00,Poland,3627,3091,79,
06/04/2020,10:00,Portugal,10524,9244,266,
06/04/2020,10:00,Puerto Rico,452,431,18,
06/04/2020,10:00,Qatar,1325,855,3,
06/04/2020,10:00,Republic of Moldova,752,668,12,
06/04/2020,10:00,Réunion,334,287,0,
06/04/2020,10:00,Romania,3613,3246,141,
06/04/2020,10:00,Russia,4731,4425,43,
06/04/2020,10:00,Rwanda,102,85,0,
06/04/2020,10:00,Saint Barthélemy,6,3,0,
06/04/2020,10:00,Saint Kitts and Nevis,9,9,0,
06/04/2020,10:00,Saint Lucia,13,11,0,
06/04/2020,10:00,Saint Martin,24,20,2,
06/04/2020,10:00,Saint Vincent and the Grenadines,3,2,0,
06/04/2020,10:00,San Marino,259,53,32,
06/04/2020,10:00,Saudi Arabia,2370,1978,29,
06/04/2020,10:00,Senegal,219,163,2,
06/04/2020,10:00,Serbia,1624,1451,39,
06/04/2020,10:00,Seychelles,10,3,0,
06/04/2020,10:00,Sierra Leone,4,4,0,
06/04/2020,10:00,Singapore,1309,856,6,
06/04/2020,10:00,Sint Maarten,23,22,2,
06/04/2020,10:00,Slovakia,471,293,0,
06/04/2020,10:00,Slovenia,977,594,22,
06/04/2020,10:00,Somalia,7,6,0,
06/04/2020,10:00,South Africa,1585,1345,9,
06/04/2020,10:00,Spain,130759,102187,12418,
06/04/2020,10:00,Sri Lanka,159,87,5,
06/04/2020,10:00,Sudan,10,8,2,
06/04/2020,10:00,Suriname,10,8,0,
06/04/2020,10:00,Sweden,6443,4697,373,
06/04/2020,10:00,Switzerland,20489,14412,666,
06/04/2020,10:00,Syrian Arab Republic,16,16,2,
06/04/2020,10:00,Taiwan,363,194,5,
06/04/2020,10:00,Thailand,2067,1656,20,
06/04/2020,10:00,Timor-Leste,1,0,0,
06/04/2020,10:00,Togo,40,25,3,
06/04/2020,10:00,Trinidad and Tobago,100,91,6,
06/04/2020,10:00,Tunisia,553,493,19,
06/04/2020,10:00,Turkey,23934,22987,501,
06/04/2020,10:00,Turks and Caicos Islands,5,5,0,
06/04/2020,10:00,Uganda,48,47,0,
06/04/2020,10:00,Ukraine,1251,1197,32,
06/04/2020,10:00,United Arab Emirates,1505,1352,10,
06/04/2020,10:00,United Kingdom,47806,42123,4934,
06/04/2020,10:00,United Republic of Tanzania,20,14,1,
06/04/2020,10:00,United States of America,304826,289607,7616,
06/04/2020,10:00,United States Virgin Islands,33,27,0,
06/04/2020,10:00,Uruguay,386,292,4,
06/04/2020,10:00,Uzbekistan,298,262,2,
06/04/2020,10:00,Venezuela (Bolivarian Republic of),144,108,3,
06/04/2020,10:00,Viet Nam,240,146,0,
06/04/2020,10:00,Zambia,39,37,1,
06/04/2020,10:00,Zimbabwe,9,7,1,
07/04/2020,10:00,Afghanistan,337,297,7,
07/04/2020,10:00,Albania,377,288,21,
07/04/2020,10:00,Algeria,1251,1050,130,
07/04/2020,10:00,Andorra,523,390,17,
07/04/2020,10:00,Angola,14,12,2,
07/04/2020,10:00,Anguilla,3,3,0,
07/04/2020,10:00,Antigua and Barbuda,7,6,0,
07/04/2020,10:00,Argentina,1451,1226,44,
07/04/2020,10:00,Armenia,746,552,7,
07/04/2020,10:00,Aruba,64,56,0,
07/04/2020,10:00,Australia,5744,4348,36,
07/04/2020,10:00,Austria,11983,8352,204,
07/04/2020,10:00,Azerbaijan,584,519,5,
07/04/2020,10:00,Bahamas,28,24,4,
07/04/2020,10:00,Bahrain,700,363,4,
07/04/2020,10:00,Bangladesh,88,61,8,
07/04/2020,10:00,Barbados,51,46,0,
07/04/2020,10:00,Belarus,562,486,8,
07/04/2020,10:00,Belgium,19691,16290,1447,
07/04/2020,10:00,Belize,5,5,0,
07/04/2020,10:00,Benin,22,20,0,
07/04/2020,10:00,Bermuda,37,35,0,
07/04/2020,10:00,Bhutan,5,3,0,
07/04/2020,10:00,Bolivia,157,133,10,
07/04/2020,10:00,"Bonaire, Sint Eustatius and Saba",2,2,0,
07/04/2020,10:00,Bosnia and Herzegovina,662,537,21,
07/04/2020,10:00,Botswana,4,4,1,
07/04/2020,10:00,Brazil,10278,9374,432,
07/04/2020,10:00,British Virgin Islands,3,3,0,
07/04/2020,10:00,Brunei Darussalam,135,47,1,
07/04/2020,10:00,Bulgaria,531,346,20,
07/04/2020,10:00,Burkina Faso,302,227,15,
07/04/2020,10:00,Burundi,3,3,0,
07/04/2020,10:00,Cabo Verde,5,2,1,
07/04/2020,10:00,Cambodia,114,30,0,
07/04/2020,10:00,Cameroon,555,515,9,
07/04/2020,10:00,Canada,13904,12520,231,
07/04/2020,10:00,Cayman Islands,35,32,1,
07/04/2020,10:00,Central African Republic,9,5,0,
07/04/2020,10:00,Chad,9,8,0,
07/04/2020,10:00,Chile,4471,3839,34,
07/04/2020,10:00,Colombia,1406,1210,32,
07/04/2020,10:00,Congo,45,41,5,
07/04/2020,10:00,Costa Rica,435,318,2,
07/04/2020,10:00,Côte d’Ivoire,245,220,2,
07/04/2020,10:00,Croatia,1182,947,15,
07/04/2020,10:00,Cuba,320,304,8,
07/04/2020,10:00,Curaçao,11,8,1,
07/04/2020,10:00,Cyprus,446,351,14,
07/04/2020,10:00,Czech Republic,4587,3422,67,
07/04/2020,10:00,Democratic Republic of the Congo,161,131,18,
07/04/2020,10:00,Denmark,4369,2974,179,
07/04/2020,10:00,Djibouti,59,58,0,
07/04/2020,10:00,Dominica,11,11,0,
07/04/2020,10:00,Dominican Republic,1488,1416,68,
07/04/2020,10:00,Ecuador,3465,2933,172,
07/04/2020,10:00,Egypt,1173,846,78,
07/04/2020,10:00,El Salvador,62,61,3,
07/04/2020,10:00,Equatorial Guinea,16,10,0,
07/04/2020,10:00,Eritrea,29,28,0,
07/04/2020,10:00,Estonia,1097,771,15,
07/04/2020,10:00,Eswatini,9,5,0,
07/04/2020,10:00,Ethiopia,43,32,1,
07/04/2020,10:00,Falkland Islands (Malvinas),2,2,0,
07/04/2020,10:00,Faroe Islands,181,66,0,
07/04/2020,10:00,Fiji,12,10,0,
07/04/2020,10:00,Finland,1927,1301,28,
07/04/2020,10:00,France,74390,54534,8078,
07/04/2020,10:00,French Guiana,66,48,0,
07/04/2020,10:00,French Polynesia,41,24,0,
07/04/2020,10:00,Gabon,21,15,1,
07/04/2020,10:00,Gambia,4,3,1,
07/04/2020,10:00,Georgia,188,134,2,
07/04/2020,10:00,Germany,95391,70617,1434,
07/04/2020,10:00,Ghana,205,181,5,
07/04/2020,10:00,Gibraltar,103,88,1,
07/04/2020,10:00,Greece,1735,1111,73,
07/04/2020,10:00,Greenland,11,9,0,
07/04/2020,10:00,Grenada,12,11,0,
07/04/2020,10:00,Guadeloupe,134,78,7,
07/04/2020,10:00,Guam,112,85,4,
07/04/2020,10:00,Guatemala,61,43,2,
07/04/2020,10:00,Guernsey,154,137,3,
07/04/2020,10:00,Guinea,111,109,0,
07/04/2020,10:00,Guinea-Bissau,18,18,0,
07/04/2020,10:00,Guyana,24,19,4,
07/04/2020,10:00,Haiti,21,19,0,
07/04/2020,10:00,Holy See,7,6,0,
07/04/2020,10:00,Honduras,268,242,22,
07/04/2020,10:00,Hong Kong Special Administrative Region,915,559,4,Including 1 probable case
07/04/2020,10:00,Hungary,744,577,38,
07/04/2020,10:00,Iceland,1486,918,4,
07/04/2020,10:00,India,4067,3652,109,
07/04/2020,10:00,Indonesia,2273,1759,198,
07/04/2020,10:00,Iran,60500,37451,3739,
07/04/2020,10:00,Iraq,961,728,61,
07/04/2020,10:00,Ireland,5111,4205,158,
07/04/2020,10:00,Isle of Man,127,125,1,
07/04/2020,10:00,Israel,8018,6780,46,
07/04/2020,10:00,Italy,132547,68620,16523,
07/04/2020,10:00,Jamaica,55,36,3,
07/04/2020,10:00,Japan,3906,2778,80,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
07/04/2020,10:00,Jersey,155,140,3,
07/04/2020,10:00,Jordan,345,233,5,
07/04/2020,10:00,Kazakhstan,604,542,5,
07/04/2020,10:00,Kenya,142,127,4,
07/04/2020,10:00,Korea,10331,1294,192,
07/04/2020,10:00,Kosovo,145,112,1,
07/04/2020,10:00,Kuwait,556,367,1,
07/04/2020,10:00,Kyrgyzstan,216,202,4,
07/04/2020,10:00,Lao People's Democratic Republic,11,11,0,
07/04/2020,10:00,Latvia,533,394,1,
07/04/2020,10:00,Lebanon,527,279,18,
07/04/2020,10:00,Liberia,13,10,3,
07/04/2020,10:00,Libya,18,18,1,
07/04/2020,10:00,Liechtenstein,78,32,1,
07/04/2020,10:00,Lithuania,811,668,13,
07/04/2020,10:00,Luxembourg,2804,2006,36,
07/04/2020,10:00,Macao Special Administrative Region,44,19,0,
07/04/2020,10:00,Madagascar,77,65,0,
07/04/2020,10:00,Mainland China,81740,569,3331,
07/04/2020,10:00,Malawi,4,4,0,
07/04/2020,10:00,Malaysia,3662,2356,61,
07/04/2020,10:00,Maldives,19,6,0,
07/04/2020,10:00,Mali,39,39,4,
07/04/2020,10:00,Malta,234,144,0,
07/04/2020,10:00,Martinique,145,113,3,
07/04/2020,10:00,Mauritania,6,4,1,
07/04/2020,10:00,Mauritius,227,215,7,
07/04/2020,10:00,Mayotte,147,133,2,
07/04/2020,10:00,Mexico,1890,1639,79,
07/04/2020,10:00,Monaco,37,14,0,
07/04/2020,10:00,Mongolia,14,4,0,
07/04/2020,10:00,Montenegro,203,182,2,
07/04/2020,10:00,Montserrat,6,5,0,
07/04/2020,10:00,Morocco,1113,998,71,
07/04/2020,10:00,Mozambique,10,9,0,
07/04/2020,10:00,Myanmar,21,21,1,
07/04/2020,10:00,Namibia,16,13,0,
07/04/2020,10:00,Nepal,9,8,0,
07/04/2020,10:00,Netherlands,17851,13647,1766,
07/04/2020,10:00,New Caledonia,18,13,0,
07/04/2020,10:00,New Zealand,911,809,1,
07/04/2020,10:00,Nicaragua,5,3,1,
07/04/2020,10:00,Niger,144,143,8,
07/04/2020,10:00,Nigeria,208,186,4,
07/04/2020,10:00,North Macedonia,555,441,18,
07/04/2020,10:00,Northern Mariana Islands,8,8,1,
07/04/2020,10:00,Norway,5640,3508,58,
07/04/2020,10:00,Oman,331,276,2,
07/04/2020,10:00,Pakistan,3277,2493,50,
07/04/2020,10:00,Palestine,246,187,1,
07/04/2020,10:00,Panama,1801,1556,46,
07/04/2020,10:00,Papua New Guinea,1,0,0,
07/04/2020,10:00,Paraguay,104,82,3,
07/04/2020,10:00,Peru,1746,1428,73,
07/04/2020,10:00,Philippines,3246,2866,152,
07/04/2020,10:00,Poland,4102,3468,94,
07/04/2020,10:00,Portugal,11278,9678,295,
07/04/2020,10:00,Puerto Rico,452,429,18,
07/04/2020,10:00,Qatar,1604,1110,4,
07/04/2020,10:00,Republic of Moldova,864,770,15,
07/04/2020,10:00,Réunion,344,280,0,
07/04/2020,10:00,Romania,3864,3431,148,
07/04/2020,10:00,Russia,5389,4951,45,
07/04/2020,10:00,Rwanda,102,85,0,
07/04/2020,10:00,Saint Barthélemy,6,3,0,
07/04/2020,10:00,Saint Kitts and Nevis,9,9,0,
07/04/2020,10:00,Saint Lucia,14,12,0,
07/04/2020,10:00,Saint Martin,29,24,2,
07/04/2020,10:00,Saint Vincent and the Grenadines,3,2,0,
07/04/2020,10:00,San Marino,266,91,32,
07/04/2020,10:00,Saudi Arabia,2463,1952,34,
07/04/2020,10:00,Senegal,222,155,2,
07/04/2020,10:00,Serbia,1908,1686,51,
07/04/2020,10:00,Seychelles,10,3,0,
07/04/2020,10:00,Sierra Leone,6,6,0,
07/04/2020,10:00,Singapore,1375,868,6,
07/04/2020,10:00,Sint Maarten,23,22,2,
07/04/2020,10:00,Slovakia,485,300,0,
07/04/2020,10:00,Slovenia,997,583,28,
07/04/2020,10:00,Somalia,7,6,0,
07/04/2020,10:00,South Africa,1655,1381,11,
07/04/2020,10:00,South Sudan,1,1,0,
07/04/2020,10:00,Spain,135032,101943,13055,
07/04/2020,10:00,Sri Lanka,176,94,5,
07/04/2020,10:00,Sudan,12,10,2,
07/04/2020,10:00,Suriname,10,8,0,
07/04/2020,10:00,Sweden,6830,4924,401,
07/04/2020,10:00,Switzerland,21065,14094,715,
07/04/2020,10:00,Syrian Arab Republic,19,18,2,
07/04/2020,10:00,Taiwan,373,178,5,
07/04/2020,10:00,Thailand,2169,1448,23,
07/04/2020,10:00,Timor-Leste,1,0,0,
07/04/2020,10:00,Togo,44,28,3,
07/04/2020,10:00,Trinidad and Tobago,103,53,6,
07/04/2020,10:00,Tunisia,574,499,22,
07/04/2020,10:00,Turkey,27069,25833,574,
07/04/2020,10:00,Turks and Caicos Islands,5,5,1,
07/04/2020,10:00,Uganda,48,47,0,
07/04/2020,10:00,Ukraine,1319,1246,38,
07/04/2020,10:00,United Arab Emirates,1799,1646,10,
07/04/2020,10:00,United Kingdom,51608,44958,5373,
07/04/2020,10:00,United Republic of Tanzania,22,10,1,
07/04/2020,10:00,United States of America,330891,297487,8910,
07/04/2020,10:00,United States Virgin Islands,42,36,0,
07/04/2020,10:00,Uruguay,400,265,5,
07/04/2020,10:00,Uzbekistan,390,344,2,
07/04/2020,10:00,Venezuela (Bolivarian Republic of),144,74,3,
07/04/2020,10:00,Viet Nam,241,128,0,
07/04/2020,10:00,Zambia,39,36,1,
07/04/2020,10:00,Zimbabwe,9,7,1,
08/04/2020,10:00,Afghanistan,367,325,11,
08/04/2020,10:00,Albania,377,254,22,
08/04/2020,10:00,Algeria,1423,1192,173,
08/04/2020,10:00,Andorra,540,376,21,
08/04/2020,10:00,Angola,16,14,2,
08/04/2020,10:00,Anguilla,3,3,0,
08/04/2020,10:00,Antigua and Barbuda,15,14,0,
08/04/2020,10:00,Argentina,1554,1288,46,
08/04/2020,10:00,Armenia,833,598,8,
08/04/2020,10:00,Aruba,64,55,0,
08/04/2020,10:00,Australia,5844,4135,42,
08/04/2020,10:00,Austria,12297,7811,220,
08/04/2020,10:00,Azerbaijan,641,569,7,
08/04/2020,10:00,Bahamas,29,25,5,
08/04/2020,10:00,Bahrain,756,379,4,
08/04/2020,10:00,Bangladesh,123,90,12,
08/04/2020,10:00,Barbados,56,39,1,
08/04/2020,10:00,Belarus,700,619,13,
08/04/2020,10:00,Belgium,20814,17071,1632,
08/04/2020,10:00,Belize,7,6,1,
08/04/2020,10:00,Benin,23,18,1,
08/04/2020,10:00,Bermuda,37,31,0,
08/04/2020,10:00,Bhutan,5,3,0,
08/04/2020,10:00,Bolivia,183,156,11,
08/04/2020,10:00,"Bonaire, Sint Eustatius and Saba",2,2,0,
08/04/2020,10:00,Bosnia and Herzegovina,695,564,28,
08/04/2020,10:00,Botswana,6,6,1,
08/04/2020,10:00,Brazil,11130,9584,486,
08/04/2020,10:00,British Virgin Islands,3,3,0,
08/04/2020,10:00,Brunei Darussalam,135,44,1,
08/04/2020,10:00,Bulgaria,549,348,22,
08/04/2020,10:00,Burkina Faso,345,246,17,
08/04/2020,10:00,Burundi,3,3,0,
08/04/2020,10:00,Cabo Verde,7,4,1,
08/04/2020,10:00,Cambodia,115,28,0,
08/04/2020,10:00,Cameroon,555,483,9,
08/04/2020,10:00,Canada,15806,14374,293,
08/04/2020,10:00,Cayman Islands,39,34,1,
08/04/2020,10:00,Central African Republic,9,5,0,
08/04/2020,10:00,Chad,9,6,0,
08/04/2020,10:00,Chile,4815,4069,37,
08/04/2020,10:00,Colombia,1485,1208,35,
08/04/2020,10:00,Congo,45,41,5,
08/04/2020,10:00,Costa Rica,454,296,2,
08/04/2020,10:00,Côte d’Ivoire,323,298,3,
08/04/2020,10:00,Croatia,1222,916,16,
08/04/2020,10:00,Cuba,350,310,9,
08/04/2020,10:00,Curaçao,13,9,1,
08/04/2020,10:00,Cyprus,465,349,14,
08/04/2020,10:00,Czech Republic,4822,3586,78,
08/04/2020,10:00,Democratic Republic of the Congo,161,125,18,
08/04/2020,10:00,Denmark,4681,3221,187,
08/04/2020,10:00,Djibouti,90,87,0,
08/04/2020,10:00,Dominica,14,13,0,
08/04/2020,10:00,Dominican Republic,1828,1583,86,
08/04/2020,10:00,Ecuador,3747,2957,191,
08/04/2020,10:00,Egypt,1322,956,85,
08/04/2020,10:00,El Salvador,69,66,3,
08/04/2020,10:00,Equatorial Guinea,16,10,0,
08/04/2020,10:00,Eritrea,29,28,0,
08/04/2020,10:00,Estonia,1108,756,19,
08/04/2020,10:00,Eswatini,9,5,0,
08/04/2020,10:00,Ethiopia,43,32,1,
08/04/2020,10:00,Falkland Islands (Malvinas),2,2,0,
08/04/2020,10:00,Faroe Islands,181,63,0,
08/04/2020,10:00,Fiji,14,11,0,
08/04/2020,10:00,Finland,2176,1476,28,
08/04/2020,10:00,France,78167,55867,8896,
08/04/2020,10:00,French Guiana,68,48,0,
08/04/2020,10:00,French Polynesia,42,24,0,
08/04/2020,10:00,Gabon,21,15,1,
08/04/2020,10:00,Gambia,4,3,1,
08/04/2020,10:00,Georgia,195,128,2,
08/04/2020,10:00,Germany,99225,71789,1607,
08/04/2020,10:00,Ghana,214,187,5,
08/04/2020,10:00,Gibraltar,103,88,1,
08/04/2020,10:00,Greece,1755,1060,79,
08/04/2020,10:00,Greenland,11,7,0,
08/04/2020,10:00,Grenada,12,11,0,
08/04/2020,10:00,Guadeloupe,135,73,7,
08/04/2020,10:00,Guam,113,84,4,
08/04/2020,10:00,Guatemala,70,50,3,
08/04/2020,10:00,Guernsey,154,134,3,
08/04/2020,10:00,Guinea,111,107,0,
08/04/2020,10:00,Guinea-Bissau,33,33,0,
08/04/2020,10:00,Guyana,29,24,4,
08/04/2020,10:00,Haiti,24,18,1,
08/04/2020,10:00,Holy See,7,6,0,
08/04/2020,10:00,Honduras,298,268,22,
08/04/2020,10:00,Hong Kong Special Administrative Region,936,549,4,Including 1 probable case
08/04/2020,10:00,Hungary,817,630,47,
08/04/2020,10:00,Iceland,1562,974,6,
08/04/2020,10:00,India,4067,3633,109,
08/04/2020,10:00,Indonesia,2491,1912,209,
08/04/2020,10:00,Iran,62589,37778,3872,
08/04/2020,10:00,Iraq,1031,765,64,
08/04/2020,10:00,Ireland,5364,4239,174,
08/04/2020,10:00,Isle of Man,127,114,1,
08/04/2020,10:00,Israel,8611,7373,52,
08/04/2020,10:00,Italy,135586,66410,17127,
08/04/2020,10:00,Jamaica,58,39,3,
08/04/2020,10:00,Japan,4257,3064,81,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
08/04/2020,10:00,Jersey,155,137,3,
08/04/2020,10:00,Jordan,349,222,6,
08/04/2020,10:00,Kazakhstan,670,607,6,
08/04/2020,10:00,Kenya,142,126,4,
08/04/2020,10:00,Korea,10384,1247,200,
08/04/2020,10:00,Kosovo,165,104,3,
08/04/2020,10:00,Kuwait,665,474,1,
08/04/2020,10:00,Kyrgyzstan,228,212,4,
08/04/2020,10:00,Lao People's Democratic Republic,12,12,0,
08/04/2020,10:00,Latvia,542,362,1,
08/04/2020,10:00,Lebanon,541,274,19,
08/04/2020,10:00,Liberia,14,11,3,
08/04/2020,10:00,Libya,18,18,1,
08/04/2020,10:00,Liechtenstein,78,32,1,
08/04/2020,10:00,Lithuania,843,664,14,
08/04/2020,10:00,Luxembourg,2843,1968,41,
08/04/2020,10:00,Macao Special Administrative Region,44,16,0,
08/04/2020,10:00,Madagascar,77,64,0,
08/04/2020,10:00,Mainland China,81802,584,3333,
08/04/2020,10:00,Malawi,4,4,0,
08/04/2020,10:00,Malaysia,3793,2275,62,
08/04/2020,10:00,Maldives,19,6,0,
08/04/2020,10:00,Mali,39,39,4,
08/04/2020,10:00,Malta,241,134,0,
08/04/2020,10:00,Martinique,149,96,4,
08/04/2020,10:00,Mauritania,6,4,1,
08/04/2020,10:00,Mauritius,244,208,7,
08/04/2020,10:00,Mayotte,164,140,2,
08/04/2020,10:00,Mexico,2143,1773,94,
08/04/2020,10:00,Monaco,40,17,0,
08/04/2020,10:00,Mongolia,15,5,0,
08/04/2020,10:00,Montenegro,223,201,2,
08/04/2020,10:00,Montserrat,6,5,0,
08/04/2020,10:00,Morocco,1141,998,83,
08/04/2020,10:00,Mozambique,10,9,0,
08/04/2020,10:00,Myanmar,21,19,1,
08/04/2020,10:00,Namibia,16,13,0,
08/04/2020,10:00,Nepal,9,7,0,
08/04/2020,10:00,Netherlands,18803,14054,1867,
08/04/2020,10:00,New Caledonia,18,10,0,
08/04/2020,10:00,New Zealand,943,841,1,
08/04/2020,10:00,Nicaragua,6,4,1,
08/04/2020,10:00,Niger,184,182,10,
08/04/2020,10:00,Nigeria,232,210,5,
08/04/2020,10:00,North Macedonia,570,434,21,
08/04/2020,10:00,Northern Mariana Islands,8,8,1,
08/04/2020,10:00,Norway,5755,3384,59,
08/04/2020,10:00,Oman,371,287,2,
